property_price,property_property_type,property_bedrooms,property_bathrooms,property_size,property_is_furnished,property_location
"USD 550,000",Apartment,5,5,400,Unfurnished,"Ajaltoun, Keserouan"
"USD 183,600",Apartment,2,2,108,Unfurnished,"Bsalim, Metn"
"USD 460,000",Apartment,3,4,223,Unfurnished,"Broummana, Metn"
"USD 230,000",Apartment,3,4,180,,"Sahel Alma, Keserouan"
"USD 1,150,000",Apartment,2,3,170,Fully Furnished,"Downtown, Beirut"
"USD 429,000",Apartment,3,3,255,Unfurnished,"Hazmiyeh, Baabda"
"USD 287,000",Duplex,2,3,121,Unfurnished,"Kfardebian, Keserouan"
"USD 285,000",Apartment,3,5,200,Unfurnished,"Rabweh, Metn"
"USD 335,000",Apartment,3,4,270,Unfurnished,"Sahel Alma, Keserouan"
"USD 129,000",Apartment,2,2,110,Unfurnished,"Naccache, Metn"
"USD 2,000,000",Villa,6,10,"4,000",Fully Furnished,"Broummana, Metn"
"USD 370,000",Apartment,2,2,117,Unfurnished,"Achrafieh, Beirut"
"USD 465,000",Apartment,3,4,180,Appliances only,"Achrafieh, Beirut"
"USD 220,000",Duplex,3,3,240,Unfurnished,"Mazraat Yachouh, Metn"
"USD 145,000",Apartment,2,2,125,Unfurnished,"Zouk Mosbeh, Keserouan"
"USD 450,000",Villa,4,5,673,,"Eddeh, Jbeil"
"USD 350,000",Apartment,3,4,200,Fully Furnished,"Monteverde, Metn"
"USD 185,000",Apartment,3,3,155,Semi-furnished,"Beit El Chaar, Metn"
"USD 177,000",Apartment,3,3,148,Unfurnished,"Halat, Jbeil"
"USD 170,000",Apartment,3,3,141,Fully Furnished,"Zouk Mikael, Keserouan"
"USD 135,000",Apartment,1,1,90,Unfurnished,"Broummana, Metn"
"USD 1,200,000",Villa,5,6,850,,"Other in Aley, Aley"
"USD 250,000",Apartment,3,3,160,Unfurnished,"Broummana, Metn"
"USD 1,500,000",Villa,6,5,780,Unfurnished,"Mansourieh, Metn"
"USD 850,000",Villa,4,5,600,Unfurnished,"Broummana, Metn"
"USD 310,000",Apartment,2,3,165,Unfurnished,"Hazmiyeh, Baabda"
"USD 1,300,000",Villa,10,10,"1,450",Unfurnished,"Baabdat, Metn"
"USD 500,000",Duplex,3,3,290,Fully Furnished,"Mazraat Yachouh, Metn"
"USD 2,350,000",Villa,4,6,600,Fully Furnished,"Rabieh, Metn"
"USD 2,300,000",Villa,6,8,"3,300",Unfurnished,"Cornet Chahwan, Metn"
"USD 1,550,000",Apartment,4,4,500,Fully Furnished,"Mtayleb, Metn"
"USD 800,000",Apartment,3,3,256,Unfurnished,"Biyada, Metn"
"USD 365,000",Apartment,3,3,146,Unfurnished,"Jal El Dib, Metn"
"USD 169,000",Apartment,3,3,195,Unfurnished,"Saadnayel, Zahle"
"USD 500,000",Villa,4,6,"1,200",Fully Furnished,"Tarchich, Baabda"
"USD 250,000",Duplex,3,4,229,Unfurnished,"Jounieh, Keserouan"
"USD 500,000",Duplex,4,5,310,Unfurnished,"Hazmiyeh, Baabda"
"USD 4,000,000",Villa,10,13,"3,000",Fully Furnished,"Beit Mery, Metn"
"USD 1,700,000",Villa,5,7,"1,000",Fully Furnished,"Monteverde, Metn"
"USD 450,000",Apartment,3,3,230,Unfurnished,"Broummana, Metn"
"USD 190,000",Apartment,3,3,200,Unfurnished,"Rabweh, Metn"
"USD 505,000",Apartment,3,4,223,Unfurnished,"Beit Mery, Metn"
"USD 150,000",Apartment,3,2,150,,"Awkar, Metn"
"USD 260,000",Apartment,3,3,179,Unfurnished,"Naccache, Metn"
"USD 170,000",Apartment,3,3,180,Fully Furnished,"Ain El Rihaneh, Keserouan"
"USD 2,300,000",Apartment,4,6,500,Unfurnished,"Ain Al Mraiseh, Beirut"
"USD 210,000",Apartment,3,3,173,Unfurnished,"Cornet Chahwan, Metn"
"USD 240,000",Apartment,3,3,180,Fully Furnished,"Jeita, Keserouan"
"USD 3,600,000",Apartment,4,6,535,Unfurnished,"Rawche, Beirut"
"USD 125,000",Apartment,2,2,143,Unfurnished,"Hboub, Jbeil"
"USD 820,000",Duplex,3,3,340,Fully Furnished,"Gemmayzeh, Beirut"
"USD 300,000",Apartment,3,4,225,Fully Furnished,"Haret Sakher, Keserouan"
"USD 650,000",Apartment,3,3,240,Fully Furnished,"Yarzeh, Baabda"
"USD 500,000",Apartment,3,2,170,Fully Furnished,"Rawche, Beirut"
"USD 360,000",Apartment,3,3,220,Fully Furnished,"Sahel Alma, Keserouan"
"USD 330,000",Apartment,3,3,380,Fully Furnished,"Adonis, Keserouan"
"USD 500,000",Apartment,3,4,215,Unfurnished,"Beit El Chaar, Metn"
"USD 1,600,000",Villa,5,5,680,Unfurnished,"Ain Saadeh, Metn"
"USD 330,000",Apartment,3,3,200,Unfurnished,"Bhorsaf, Metn"
"USD 450,000",Apartment,3,3,227,Unfurnished,"Broummana, Metn"
"USD 480,000",Apartment,3,5,250,Unfurnished,"Rabweh, Metn"
"USD 622,000",Apartment,3,3,311,Unfurnished,"Baabdat, Metn"
"USD 120,000",Apartment,2,2,100,Unfurnished,"Ghazir, Keserouan"
"USD 352,000",Apartment,3,3,246,Unfurnished,"Bsalim, Metn"
"USD 130,000",Apartment,2,2,120,Unfurnished,"Beit El Chaar, Metn"
"USD 560,000",Apartment,3,4,270,Unfurnished,"Yarzeh, Baabda"
"USD 333,000",Apartment,2,2,75,Unfurnished,"Larnaca, Cyprus"
"USD 300,000",Duplex,3,3,272,Unfurnished,"Dik El Mehdi, Metn"
"USD 2,500,000",Apartment,4,5,500,Unfurnished,"Gemmayzeh, Beirut"
"USD 108,900",Apartment,3,2,190,,"Aamchit, Jbeil"
"USD 449,000",Apartment,3,3,280,Unfurnished,"Baabda Town, Baabda"
"USD 750,000",Apartment,3,5,264,Unfurnished,"Ras Al Nabaa, Beirut"
"USD 450,000",Apartment,4,4,225,Unfurnished,"Biyada, Metn"
"USD 165,000",Apartment,3,3,135,Unfurnished,"Qornet El Hamra, Metn"
"USD 300,000",Apartment,3,3,180,Unfurnished,"Dahr El Sawan, Metn"
"USD 3,500,000",Apartment,6,6,970,Fully Furnished,"Naccache, Metn"
"USD 700,000",Apartment,4,4,295,Semi-furnished,"Bayada, Metn"
"USD 520,000",Apartment,3,3,165,Unfurnished,"Achrafieh, Beirut"
"USD 340,000",Apartment,1,1,80,Unfurnished,"Achrafieh, Beirut"
"USD 700,000",Loft,3,4,210,Semi-furnished,"Achrafieh, Beirut"
"USD 250,000",Apartment,3,3,170,,"Fanar, Metn"
"USD 390,000",Apartment,3,3,243,Unfurnished,"Bsalim, Metn"
"USD 320,000",Apartment,2,3,160,,"Badaro, Beirut"
"USD 410,000",Apartment,3,4,240,Semi-furnished,"Monteverde, Metn"
"USD 420,000",Apartment,3,2,190,Unfurnished,"Achrafieh, Beirut"
"USD 750,000",Apartment,4,5,375,,"Tallet el Khayat, Beirut"
"USD 110,000",Apartment,3,2,160,,"Zouk Mosbeh, Keserouan"
"USD 135,000",Apartment,2,3,150,Unfurnished,"Sehayleh, Keserouan"
"USD 375,000",Apartment,3,3,160,,"Ras Al Nabaa, Beirut"
"USD 185,000",Apartment,3,3,205,Unfurnished,"Zouk Mosbeh, Keserouan"
"USD 160,000",Duplex,3,3,200,Unfurnished,"Ajaltoun, Keserouan"
"USD 1,000,000",Apartment,4,5,350,Unfurnished,"Achrafieh, Beirut"
"USD 450,000",Duplex,3,4,287,Unfurnished,"Dahr El Sawan, Metn"
"USD 622,000",Apartment,3,3,311,Unfurnished,"Baabdat, Metn"
"USD 650,000",Apartment,3,4,230,Unfurnished,"Achrafieh, Beirut"
"USD 435,000",Duplex,3,5,250,Unfurnished,"Rabweh, Metn"
"USD 90,000",Apartment,2,2,110,Unfurnished,"Nahr Ibrahim, Jbeil"
"USD 330,000",Apartment,3,3,200,Unfurnished,"Mar Chaaya, Metn"
"USD 780,000",Duplex,3,3,329,Unfurnished,"Jal El Dib, Metn"
"USD 348,000",Apartment,3,3,165,Unfurnished,"Jal El Dib, Metn"
"USD 137,000",Apartment,3,3,170,Unfurnished,"Ainab, Aley"
"USD 240,000",Apartment,4,4,205,Unfurnished,"Haret Sakher, Keserouan"
"USD 320,000",Apartment,3,4,190,Fully Furnished,"Louaizeh, Baabda"
"USD 265,000",Apartment,3,4,165,Unfurnished,"Cornet Chahwan, Metn"
"USD 300,000",Apartment,3,4,185,Fully Furnished,"Adma w Dafnah, Keserouan"
"USD 390,000",Apartment,4,2,270,Unfurnished,"Hazmiyeh, Baabda"
"USD 1,400,000",Apartment,3,3,350,,"Ramlet el Bayda, Beirut"
"USD 230,000",Apartment,3,3,160,Unfurnished,"Broummana, Metn"
"USD 550,000",Villa,4,6,500,Fully Furnished,"Bhorsaf, Metn"
"USD 595,000",Duplex,3,4,330,Unfurnished,"Biyada, Metn"
"USD 120,000",Apartment,3,2,120,Unfurnished,"Basta, Beirut"
"USD 820,000",Apartment,3,4,248,Unfurnished,"Achrafieh, Beirut"
"USD 309,000",Apartment,3,3,160,Fully Furnished,"Hazmiyeh, Baabda"
"USD 1,100,000",Apartment,3,3,365,Fully Furnished,"Tallet el Khayat, Beirut"
"USD 1,300,000",Apartment,3,5,250,Unfurnished,"Rawche, Beirut"
"USD 1,550,000",Apartment,3,6,290,Unfurnished,"Rawche, Beirut"
"USD 110,000",Apartment,3,3,154,Unfurnished,"Sawfar, Aley"
"USD 950,000",Apartment,3,3,300,Fully Furnished,"Verdun, Beirut"
"USD 195,000",Duplex,3,4,260,Fully Furnished,"Aamchit, Jbeil"
"USD 350,000",Apartment,3,3,155,,"Hazmiyeh, Baabda"
"USD 290,000",Apartment,3,4,200,Unfurnished,"Bir Hassan, Beirut"
"USD 160,000",Apartment,2,2,145,Fully Furnished,"Mar Roukoz, Metn"
"USD 289,000",Apartment,2,3,150,Unfurnished,"Qennabet Broummana, Metn"
"USD 277,000",Duplex,3,4,220,Unfurnished,"Mansourieh, Metn"
"USD 630,000",Apartment,4,5,380,Unfurnished,"Mtayleb, Metn"
"USD 285,000",Apartment,3,3,215,,"Beit Mery, Metn"
"USD 189,900",Apartment,3,3,180,Fully Furnished,"Ballouneh, Keserouan"
"USD 2,000,000",Apartment,4,5,400,Unfurnished,"Koraytem, Beirut"
"USD 195,000",Apartment,2,3,145,,"Mansourieh, Metn"
"USD 95,000",Apartment,3,2,120,Unfurnished,"Hosrayel, Jbeil"
"USD 850,000",Apartment,3,3,220,Fully Furnished,"Achrafieh, Beirut"
"USD 179,900",Apartment,3,4,170,,"Cornet Chahwan, Metn"
"USD 170,000",Duplex,3,3,250,Fully Furnished,"Hboub, Jbeil"
"USD 300,000",Apartment,2,3,100,Unfurnished,"Verdun, Beirut"
"USD 285,000",Apartment,2,2,100,Unfurnished,"Verdun, Beirut"
"USD 360,000",Apartment,4,6,320,Unfurnished,"Ain El Remmaneh, Beirut"
"USD 5,000,000",Apartment,4,6,700,Unfurnished,"Ain Al Mraiseh, Beirut"
"USD 499,000",Apartment,3,3,240,Unfurnished,"Verdun, Beirut"
"USD 490,000",Apartment,3,3,225,Appliances only,"Achrafieh, Beirut"
"USD 375,000",Apartment,3,4,217,Fully Furnished,"Baabdat, Metn"
"USD 110,000",Apartment,2,2,90,Unfurnished,"Jouret Al Ballout, Metn"
"USD 240,000",Apartment,3,3,170,Unfurnished,"Ajaltoun, Keserouan"
"USD 446,000",Apartment,3,3,250,Unfurnished,"Bayada, Metn"
"USD 159,000",Apartment,2,2,160,,"Ain El Remmaneh, Baabda"
"USD 920,000",Apartment,3,4,340,Unfurnished,"Achrafieh, Beirut"
"USD 180,000",Apartment,3,3,150,,"Ain Saadeh, Metn"
"USD 115,000",Apartment,3,2,135,Unfurnished,"Bqosta, Saida"
"USD 165,000",Villa,2,2,220,Unfurnished,"Mechmech, Jbeil"
"USD 540,000",Apartment,3,4,210,,"Baabda Town, Baabda"
"USD 920,000",Apartment,4,5,400,Unfurnished,"Ain Al Tineh, Beirut"
"USD 390,000",Apartment,3,4,340,Unfurnished,"Jamhour, Baabda"
"USD 95,000",Apartment,2,2,115,Unfurnished,"Sawfar, Aley"
"USD 150,000",Apartment,3,3,223,Fully Furnished,"Hboub, Jbeil"
"USD 295,000",Apartment,3,4,170,Unfurnished,"Louaizeh, Baabda"
"USD 409,000",Duplex,5,5,380,Unfurnished,"Louaizeh, Baabda"
"USD 200,000",Apartment,3,4,230,,"Zouk Mikael, Keserouan"
"USD 550,000",Apartment,3,3,197,Fully Furnished,"Achrafieh, Beirut"
"USD 190,000",Villa,3,3,260,Fully Furnished,"Other in Chouf, Chouf"
"USD 450,000",Duplex,3,5,325,Unfurnished,"Yarzeh, Baabda"
"USD 750,000",Apartment,3,4,300,Unfurnished,"Yarzeh, Baabda"
"USD 469,000",Apartment,3,4,220,Unfurnished,"Yarzeh, Baabda"
"USD 625,000",Apartment,3,4,200,Unfurnished,"Hamra, Beirut"
"USD 325,000",Apartment,4,4,270,,"Dawhet el Hoss, Aley"
"USD 255,000",Apartment,3,3,220,Unfurnished,"Beit El Chaar, Metn"
"USD 100,000",Apartment,2,2,100,Unfurnished,"Qornet El Hamra, Metn"
"USD 420,000",Duplex,3,4,235,,"Fanar, Metn"
"USD 380,000",Apartment,3,5,200,,"Dbaye, Metn"
"USD 450,000",Duplex,3,5,320,Unfurnished,"Hazmiyeh, Baabda"
"USD 106,000",Apartment,2,2,123,Unfurnished,"Douar, Metn"
"USD 360,000",Apartment,Studio,1,60,,"Dubai, United Arab Emirates"
"USD 65,000",Apartment,Studio,1,35,Fully Furnished,"Blat, Jbeil"
"USD 410,000",Apartment,3,4,300,Unfurnished,"Hazmiyeh, Baabda"
"USD 830,000",Apartment,3,4,360,Unfurnished,"Biyada, Metn"
"USD 155,000",Apartment,2,2,100,Unfurnished,"Bsalim, Metn"
"USD 145,000",Apartment,1,1,85,Unfurnished,"Dbaye, Metn"
"USD 240,000",Apartment,3,4,160,Unfurnished,"Furn El Chebbak, Baabda"
"USD 675,000",Apartment,4,5,420,Fully Furnished,"Hazmiyeh, Baabda"
"USD 140,000",Apartment,1,1,70,Fully Furnished,"Jounieh, Keserouan"
"USD 430,000",Apartment,3,4,226,Fully Furnished,"Salim Slam, Beirut"
"USD 6,000,000",Apartment,5,6,550,Unfurnished,"Downtown, Beirut"
"USD 450,000",Apartment,3,3,280,Unfurnished,"Elissar, Metn"
"USD 260,000",Apartment,3,3,185,Unfurnished,"Dahr El Sawan, Metn"
"USD 150,000",Apartment,3,3,220,Unfurnished,"Ballouneh, Keserouan"
"USD 600,000",Apartment,5,5,400,,"Other in Baabda, Baabda"
"USD 420,000",Duplex,3,4,250,Semi-furnished,"Fidar, Jbeil"
"USD 450,000",Apartment,3,4,220,Unfurnished,"Jnah, Beirut"
"USD 589,000",Apartment,3,6,450,,"Awkar, Metn"
"USD 117,000",Apartment,3,3,150,Unfurnished,"Eddeh, Jbeil"
"USD 5,000,000",Villa,13,0,"3,500",Unfurnished,"Baabda Town, Baabda"
"USD 125,000",Apartment,3,2,165,,"Halat, Jbeil"
"USD 500,000",Apartment,3,3,230,,"Biyada, Metn"
"USD 450,000",Villa,4,6,450,,"Azra, Keserouan"
"USD 110,000",Apartment,2,2,115,Unfurnished,"Douar, Metn"
"USD 550,000",Apartment,3,4,230,Unfurnished,"Ras Al Nabaa, Beirut"
"USD 199,900",Apartment,3,4,180,Unfurnished,"Adma w Dafnah, Keserouan"
"USD 410,000",Apartment,3,5,200,,"Baabda Town, Baabda"
"USD 185,000",Apartment,3,3,185,Unfurnished,"Bsalim, Metn"
"USD 380,000",Apartment,3,3,200,Fully Furnished,"Ballouneh, Keserouan"
"USD 490,000",Apartment,3,3,225,Appliances only,"Achrafieh, Beirut"
"USD 560,000",Apartment,3,4,280,Unfurnished,"Yarzeh, Baabda"
"USD 450,000",Villa,3,3,240,Unfurnished,"Larnaca, Cyprus"
"USD 210,000",Apartment,3,3,260,Unfurnished,"Ras Beirut, Beirut"
"USD 220,000",Apartment,3,3,180,,"Beit El Chaar, Metn"
"USD 600,000",Apartment,3,4,225,Unfurnished,"Biyada, Metn"
"USD 1,400,000",Apartment,3,4,310,Fully Furnished,"Achrafieh, Beirut"
"USD 399,000",Apartment,2,2,88,Fully Furnished,"Achrafieh, Beirut"
"USD 255,000",Apartment,2,2,130,Fully Furnished,"Achrafieh, Beirut"
"USD 190,000",Apartment,3,3,220,Unfurnished,"Ajaltoun, Keserouan"
"USD 260,000",Apartment,3,4,300,Fully Furnished,"Jal El Dib, Metn"
"USD 1,480,000",Apartment,3,3,400,Fully Furnished,"Achrafieh, Beirut"
"USD 1,190,000",Penthouse,3,3,300,Fully Furnished,"Achrafieh, Beirut"
"USD 1,300,000",Detached house,5,4,"1,600",Semi-furnished,"Jounieh, Keserouan"
"USD 649,000",Ground floor apartment,4,4,500,Fully Furnished,"Baabdat, Metn"
"USD 395,000",Penthouse,2,2,199.08,Unfurnished,"Larnaca, Cyprus"
"USD 215,000",Penthouse,1,1,168.3,Unfurnished,"Larnaca, Cyprus"
"USD 290,000",Apartment,2,2,123.67,,"Larnaca, Cyprus"
"USD 197,000",Apartment,1,1,83.5,Unfurnished,"Larnaca, Cyprus"
"USD 162,000",Apartment,1,1,64.77,Unfurnished,"Larnaca, Cyprus"
"USD 197,000",Apartment,1,1,80.7,Unfurnished,"Larnaca, Cyprus"
"USD 278,000",Penthouse,1,1,250,Unfurnished,"Larnaca, Cyprus"
"USD 370,000",Penthouse,2,2,275,Unfurnished,"Larnaca, Cyprus"
"USD 278,000",Penthouse,2,2,193,Unfurnished,"Larnaca, Cyprus"
"USD 183,000",Apartment,1,1,94.3,Unfurnished,"Larnaca, Cyprus"
"USD 243,000",Penthouse,1,1,157,,"Larnaca, Cyprus"
"USD 255,000",Penthouse,1,1,163,Unfurnished,"Larnaca, Cyprus"
"USD 370,000",Penthouse,2,2,200,Unfurnished,"Larnaca, Cyprus"
"USD 197,000",Apartment,1,1,90,Unfurnished,"Larnaca, Cyprus"
"USD 197,000",Apartment,1,1,87,Unfurnished,"Larnaca, Cyprus"
"USD 205,000",Apartment,1,1,87.05,Unfurnished,"Larnaca, Cyprus"
"USD 222,000",Apartment,2,2,133.2,Unfurnished,"Larnaca, Cyprus"
"USD 199,999",Apartment,3,3,140,,"Awkar, Metn"
"USD 120,000",Apartment,2,2,105,Unfurnished,"Blat, Jbeil"
"USD 59,000",Apartment,2,1,100,Unfurnished,"Mechmech, Jbeil"
"USD 225,000",Apartment,3,3,150,,"Sehayleh, Keserouan"
"USD 150,000",Apartment,3,2,150,Unfurnished,"Zouk Mikael, Keserouan"
"USD 210,000",Apartment,3,3,200,Unfurnished,"Mar Roukoz, Metn"
"USD 196,000",Apartment,3,3,140,Unfurnished,"Kfar Hbab, Keserouan"
"USD 150,000",Apartment,4,5,363,Unfurnished,"Ballouneh, Keserouan"
"USD 500,000",Apartment,3,4,265,Unfurnished,"Mtayleb, Metn"
"USD 1,300,000",Villa,5,6,650,Unfurnished,"Ballouneh, Keserouan"
"USD 120,000",Apartment,2,2,100,Fully Furnished,"Ghazir, Keserouan"
"USD 137,000",Apartment,2,3,130,,"Baabdat, Metn"
"USD 900,000",Apartment,4,4,350,Fully Furnished,"Verdun, Beirut"
"USD 750,000",Apartment,3,5,230,Unfurnished,"Achrafieh, Beirut"
"USD 187,000",Apartment,2,2,130,Unfurnished,"Ballouneh, Keserouan"
"USD 135,000",Apartment,3,2,140,,"Mtayleb, Metn"
"USD 920,000",Apartment,3,4,340,Unfurnished,"Achrafieh, Beirut"
"USD 1,882,500",Apartment,3,3,251,Unfurnished,"Downtown, Beirut"
"USD 852,000",Apartment,3,3,355,Unfurnished,"Mtayleb, Metn"
"USD 266,000",Apartment,3,3,190,Unfurnished,"Monteverde, Metn"
"USD 1,250,000",Apartment,3,5,340,Unfurnished,"Dbaye, Metn"
"USD 850,000",Villa,6,6,"1,100",Unfurnished,"Qornet El Hamra, Metn"
"USD 363,000",Apartment,2,2,177,,"Achrafieh, Beirut"
"USD 155,000",Apartment,3,3,160,Unfurnished,"Batroun Town, Batroun"
"USD 330,000",Apartment,3,4,600,Unfurnished,"Mazraat Yachouh, Metn"
"USD 195,000",Apartment,3,2,108,Unfurnished,"Larnaca, Cyprus"
"USD 105,000",Apartment,2,2,105,Unfurnished,"Bouar, Keserouan"
"USD 500,000",Villa,6,6,450,Unfurnished,"Ballouneh, Keserouan"
"USD 290,000",Apartment,4,2,192,Unfurnished,"Larnaca, Cyprus"
"USD 135,000",Apartment,3,2,120,Unfurnished,"Sehayleh, Keserouan"
"USD 255,000",Apartment,3,4,175,Unfurnished,"Sehayleh, Keserouan"
"USD 110,000",Apartment,3,3,160,,"Ballouneh, Keserouan"
"USD 110,000",Apartment,3,2,170,,"Ballouneh, Keserouan"
"USD 210,000",Apartment,3,3,206,Unfurnished,"Kartaboun, Jbeil"
"USD 169,000",Apartment,3,3,134,Unfurnished,"Kartaboun, Jbeil"
"USD 350,000",Apartment,4,5,500,Unfurnished,"Ballouneh, Keserouan"
"USD 115,000",Apartment,2,2,125,Unfurnished,"Ballouneh, Keserouan"
"USD 200,000",Apartment,3,4,250,Unfurnished,"Ballouneh, Keserouan"
"USD 245,000",Apartment,3,4,200,,"Dekwaneh, Metn"
"USD 1,350,000",Apartment,2,3,170,Fully Furnished,"Downtown, Beirut"
"USD 258,000",Apartment,1,2,86,,"Achrafieh, Beirut"
"USD 200,000",Apartment,3,2,221,Unfurnished,"Chekka, Batroun"
"USD 180,000",Apartment,3,3,150,,"Ain Saadeh, Metn"
"USD 550,000",Apartment,2,4,170,Unfurnished,"Hamra, Beirut"
"USD 260,000",Apartment,4,4,330,Semi-furnished,"Jeita, Keserouan"
"USD 185,000",Apartment,3,2,140,Unfurnished,"Zalka, Metn"
"USD 350,000",Apartment,3,4,360,Unfurnished,"Broummana, Metn"
"USD 88,000",Apartment,2,2,95,Fully Furnished,"Aannaya, Jbeil"
"USD 460,000",Apartment,3,3,165,Unfurnished,"Achrafieh, Beirut"
"USD 127,000",Apartment,2,2,125,Unfurnished,"Zakrit, Metn"
"USD 450,000",Apartment,4,5,400,Appliances only,"Kaslik, Keserouan"
"USD 750,000",Apartment,2,4,200,Unfurnished,"Dbaye, Metn"
"USD 170,000",Apartment,3,3,120,Unfurnished,"Zalka, Metn"
"USD 140,000",Maisonette,2,2,"1,050",Fully Furnished,"Hrajel, Keserouan"
"USD 129,000",Apartment,2,2,110,Unfurnished,"Naccache, Metn"
"USD 250,000",Apartment,3,4,260,Unfurnished,"Jeita, Keserouan"
"USD 470,000",Apartment,3,3,230,,"Bsalim, Metn"
"USD 129,000",Apartment,3,3,180,Fully Furnished,"Dekwaneh, Metn"
"USD 210,000",Apartment,3,3,145,,"Sehayleh, Keserouan"
"USD 566,000",Duplex,3,3,146,Unfurnished,"Achrafieh, Beirut"
"USD 279,000",Apartment,1,1,60,Fully Furnished,"Achrafieh, Beirut"
"USD 290,000",Apartment,2,2,150,,"Verdun, Beirut"
"USD 1,850,000",Apartment,3,5,415,Fully Furnished,"Rawche, Beirut"
"USD 850,000",Apartment,4,4,320,Unfurnished,"Verdun, Beirut"
"USD 336,000",Apartment,4,4,226,,"Ajaltoun, Keserouan"
"USD 520,000",Apartment,3,4,280,Fully Furnished,"Mtayleb, Metn"
"USD 600,000",Duplex,4,3,330,Unfurnished,"Biyada, Metn"
"USD 849,000",Apartment,5,5,530,Unfurnished,"Rabieh, Metn"
"USD 1,100,000",Apartment,3,5,300,Unfurnished,"Dbaye, Metn"
"USD 575,000",Apartment,3,3,176,Fully Furnished,"Dbaye, Metn"
"USD 310,000",Apartment,3,3,230,Unfurnished,"Kfar Hbab, Keserouan"
"USD 240,000",Apartment,3,3,200,Fully Furnished,"Ghazir, Keserouan"
"USD 525,000",Apartment,4,4,210,Semi-furnished,"Mtayleb, Metn"
"USD 260,000",Apartment,2,4,220,Fully Furnished,"Mtayleb, Metn"
"USD 630,000",Villa,3,4,350,Unfurnished,"Faitroun, Keserouan"
"USD 2,600,000",Apartment,3,5,380,Fully Furnished,"Dbaye, Metn"
"USD 170,000",Apartment,2,2,225,Unfurnished,"Bsalim, Metn"
"USD 320,000",Apartment,3,4,269,Unfurnished,"Kaslik, Keserouan"
"USD 129,000",Apartment,2,3,130,Unfurnished,"Fanar, Metn"
"USD 525,000",Apartment,3,4,225,Unfurnished,"Biyada, Metn"
"USD 140,000",Apartment,1,2,65,Fully Furnished,"Hazmiyeh, Baabda"
"USD 110,000",Apartment,2,2,120,Unfurnished,"Chekka, Batroun"
"USD 185,000",Apartment,3,2,220,,"Naccache, Metn"
"USD 165,000",Apartment,2,2,110,Unfurnished,"Aatchane, Metn"
"USD 199,900",Apartment,2,3,225,,"Ghazir, Keserouan"
"USD 87,000",Apartment,2,2,100,Semi-furnished,"Blat, Jbeil"
"USD 470,000",Apartment,3,3,183,Unfurnished,"Verdun, Beirut"
"USD 690,000",Apartment,3,4,350,Unfurnished,"Ain Al Tineh, Beirut"
"USD 360,000",Apartment,3,4,180,,"Sahel Alma, Keserouan"
"USD 250,000",Apartment,3,4,200,Unfurnished,"Sahel Alma, Keserouan"
"USD 375,000",Apartment,3,5,215,Unfurnished,"Sahel Alma, Keserouan"
"USD 450,000",Apartment,3,4,300,Unfurnished,"Sahel Alma, Keserouan"
"USD 1,200,000",Villa,3,3,700,Fully Furnished,"Hrajel, Keserouan"
"USD 180,000",Duplex,6,4,250,Unfurnished,"Breij, Jbeil"
"USD 80,000",Apartment,2,2,120,Unfurnished,"Breij, Jbeil"
"USD 100,000",Apartment,2,2,110,Unfurnished,"Breij, Jbeil"
"USD 110,000",Duplex,3,3,150,Unfurnished,"Breij, Jbeil"
"USD 110,000",Apartment,2,2,95,Unfurnished,"Blat, Jbeil"
"USD 197,000",Apartment,4,4,210,Fully Furnished,"Dawhet el Hoss, Aley"
"USD 580,000",Apartment,4,6,390,Unfurnished,"Jeita, Keserouan"
"USD 500,000",Apartment,3,4,177,Unfurnished,"Sodeco, Beirut"
"USD 1,100,000",Duplex,3,5,298,Unfurnished,"Faqra, Keserouan"
"USD 580,000",Apartment,3,2,250,Unfurnished,"Achrafieh, Beirut"
"USD 2,050,000",Apartment,3,4,470,Fully Furnished,"Koraytem, Beirut"
"USD 140,000",Apartment,3,3,160,Unfurnished,"Dekwaneh, Metn"
"USD 450,000",Apartment,3,3,200,Unfurnished,"Mar Elias, Beirut"
"USD 100,000",Apartment,2,2,120,Unfurnished,"Hboub, Jbeil"
"USD 250,000",Apartment,3,3,200,Unfurnished,"Hboub, Jbeil"
"USD 350,000",Apartment,3,4,200,Unfurnished,"Kfar Hbab, Keserouan"
"USD 290,000",Apartment,3,4,208,Unfurnished,"Kfar Hbab, Keserouan"
"USD 290,000",Apartment,3,3,178,Semi-furnished,"Sahel Alma, Keserouan"
"USD 350,000",Apartment,3,4,270,Fully Furnished,"Sahel Alma, Keserouan"
"USD 300,000",Apartment,2,3,120,Unfurnished,"Achrafieh, Beirut"
"USD 550,000",Apartment,4,6,450,Unfurnished,"Sahel Alma, Keserouan"
"USD 400,000",Apartment,3,5,234,Unfurnished,"Kfar Hbab, Keserouan"
"USD 320,000",Apartment,3,3,200,Unfurnished,"Sahel Alma, Keserouan"
"USD 240,000",Apartment,3,3,185,Semi-furnished,"Ghadir, Keserouan"
"USD 255,000",Apartment,3,3,165,Semi-furnished,"Haret Sakher, Keserouan"
"USD 475,000",Apartment,3,3,235,Semi-furnished,"Verdun, Beirut"
"USD 1,450,000",Apartment,4,5,365,Unfurnished,"Achrafieh, Beirut"
"USD 125,000",Apartment,2,2,100,,"Baouchriye, Metn"
"USD 300,000",Apartment,3,3,300,Unfurnished,"Sahel Alma, Keserouan"
